drugA_name,drugA Conc (µM),drugB_name,drugB Conc (µM),cell_line,single_resp_1,single_resp_2,X/X0
AZD1775,0.2,SN-38,0.000115,VCAP,0.6741343601698486,1.048320385250478,0.78604
AZD1775,0.2,SN-38,0.0004,VCAP,0.6741343601698486,1.023797865323792,0.77099
AZD1775,0.2,SN-38,0.00143,VCAP,0.6741343601698486,0.9642427803611981,0.70008
AZD1775,0.2,SN-38,0.005,VCAP,0.6741343601698486,0.8402796536301954,0.55636
AZD1775,0.5,SN-38,0.000115,VCAP,0.08684999120518454,1.048320385250478,0.07716
AZD1775,0.5,SN-38,0.0004,VCAP,0.08684999120518454,1.023797865323792,0.05169
AZD1775,0.5,SN-38,0.00143,VCAP,0.08684999120518454,0.9642427803611981,0.04321
AZD1775,0.5,SN-38,0.005,VCAP,0.08684999120518454,0.8402796536301954,0.05463
MK-2206,0.045,BEZ-235,0.0045,VCAP,0.852847860032542,1.0006076951653733,0.86693
MK-2206,0.045,BEZ-235,0.02,VCAP,0.852847860032542,0.8579617423862014,0.75884
MK-2206,0.045,BEZ-235,0.09,VCAP,0.852847860032542,0.6067537003830709,0.43177
MK-2206,0.045,BEZ-235,0.4,VCAP,0.852847860032542,0.35093087844464427,0.30302
MK-2206,0.2,BEZ-235,0.0045,VCAP,0.7107395064709109,1.0006076951653733,0.74557
MK-2206,0.2,BEZ-235,0.02,VCAP,0.7107395064709109,0.8579617423862014,0.6864
MK-2206,0.2,BEZ-235,0.09,VCAP,0.7107395064709109,0.6067537003830709,0.32428
MK-2206,0.2,BEZ-235,0.4,VCAP,0.7107395064709109,0.35093087844464427,0.20302
MK-2206,0.9,BEZ-235,0.0045,VCAP,0.4813040541037852,1.0006076951653733,0.50669
MK-2206,0.9,BEZ-235,0.02,VCAP,0.4813040541037852,0.8579617423862014,0.37973
MK-2206,0.9,BEZ-235,0.09,VCAP,0.4813040541037852,0.6067537003830709,0.21715
MK-2206,0.9,BEZ-235,0.4,VCAP,0.4813040541037852,0.35093087844464427,0.07768
MK-2206,4.0,BEZ-235,0.0045,VCAP,0.29308065699387875,1.0006076951653733,0.33485
MK-2206,4.0,BEZ-235,0.02,VCAP,0.29308065699387875,0.8579617423862014,0.21673
MK-2206,4.0,BEZ-235,0.09,VCAP,0.29308065699387875,0.6067537003830709,0.06648
MK-2206,4.0,BEZ-235,0.4,VCAP,0.29308065699387875,0.35093087844464427,0.0098
MK-2206,0.045,MK-8669,0.00011,VCAP,0.852847860032542,1.0414427917513576,0.92143
MK-2206,0.045,MK-8669,0.0005,VCAP,0.852847860032542,1.0414421283896993,0.89843
MK-2206,0.045,MK-8669,0.00223,VCAP,0.852847860032542,0.8530021636905445,0.74597
MK-2206,0.045,MK-8669,0.01,VCAP,0.852847860032542,0.8309824009663821,0.6204
MK-2206,0.2,MK-8669,0.00011,VCAP,0.7107395064709109,1.0414427917513576,0.78368
MK-2206,0.2,MK-8669,0.0005,VCAP,0.7107395064709109,1.0414421283896993,0.71298
MK-2206,0.2,MK-8669,0.00223,VCAP,0.7107395064709109,0.8530021636905445,0.57113
MK-2206,0.2,MK-8669,0.01,VCAP,0.7107395064709109,0.8309824009663821,0.49449
MK-2206,0.9,MK-8669,0.00011,VCAP,0.4813040541037852,1.0414427917513576,0.50047
MK-2206,0.9,MK-8669,0.0005,VCAP,0.4813040541037852,1.0414421283896993,0.48881
MK-2206,0.9,MK-8669,0.00223,VCAP,0.4813040541037852,0.8530021636905445,0.40902
MK-2206,0.9,MK-8669,0.01,VCAP,0.4813040541037852,0.8309824009663821,0.3216
MK-2206,4.0,MK-8669,0.00011,VCAP,0.29308065699387875,1.0414427917513576,0.2301
MK-2206,4.0,MK-8669,0.0005,VCAP,0.29308065699387875,1.0414421283896993,0.23135
MK-2206,4.0,MK-8669,0.00223,VCAP,0.29308065699387875,0.8530021636905445,0.18493
MK-2206,4.0,MK-8669,0.01,VCAP,0.29308065699387875,0.8309824009663821,0.16198
MK-2206,0.045,MK-8776,0.0925,VCAP,0.852847860032542,1.0114119318409553,0.92215
MK-2206,0.045,MK-8776,0.325,VCAP,0.852847860032542,0.9098595587723469,0.77249
MK-2206,0.045,MK-8776,1.15,VCAP,0.852847860032542,0.7583411946894631,0.67067
MK-2206,0.045,MK-8776,4.0,VCAP,0.852847860032542,0.6356403037298806,0.63147
MK-2206,0.2,MK-8776,0.0925,VCAP,0.7107395064709109,1.0114119318409553,0.61222
MK-2206,0.2,MK-8776,0.325,VCAP,0.7107395064709109,0.9098595587723469,0.58808
MK-2206,0.2,MK-8776,1.15,VCAP,0.7107395064709109,0.7583411946894631,0.54468
MK-2206,0.2,MK-8776,4.0,VCAP,0.7107395064709109,0.6356403037298806,0.47671
MK-2206,0.9,MK-8776,0.0925,VCAP,0.4813040541037852,1.0114119318409553,0.46616
MK-2206,0.9,MK-8776,0.325,VCAP,0.4813040541037852,0.9098595587723469,0.39099
MK-2206,0.9,MK-8776,1.15,VCAP,0.4813040541037852,0.7583411946894631,0.37477
MK-2206,0.9,MK-8776,4.0,VCAP,0.4813040541037852,0.6356403037298806,0.30149
MK-2206,4.0,MK-8776,0.0925,VCAP,0.29308065699387875,1.0114119318409553,0.19511
MK-2206,4.0,MK-8776,0.325,VCAP,0.29308065699387875,0.9098595587723469,0.23072
MK-2206,4.0,MK-8776,1.15,VCAP,0.29308065699387875,0.7583411946894631,0.16269
MK-2206,4.0,MK-8776,4.0,VCAP,0.29308065699387875,0.6356403037298806,0.11961
MK-2206,0.045,SN-38,0.000115,VCAP,0.852847860032542,1.048320385250478,0.78179
MK-2206,0.045,SN-38,0.0004,VCAP,0.852847860032542,1.023797865323792,0.8024
MK-2206,0.045,SN-38,0.00143,VCAP,0.852847860032542,0.9642427803611981,0.79316
MK-2206,0.045,SN-38,0.005,VCAP,0.852847860032542,0.8402796536301954,0.69454
MK-2206,0.2,SN-38,0.000115,VCAP,0.7107395064709109,1.048320385250478,0.63912
MK-2206,0.2,SN-38,0.0004,VCAP,0.7107395064709109,1.023797865323792,0.63042
MK-2206,0.2,SN-38,0.00143,VCAP,0.7107395064709109,0.9642427803611981,0.61431
MK-2206,0.2,SN-38,0.005,VCAP,0.7107395064709109,0.8402796536301954,0.5862
MK-2206,0.9,SN-38,0.000115,VCAP,0.4813040541037852,1.048320385250478,0.39133
MK-2206,0.9,SN-38,0.0004,VCAP,0.4813040541037852,1.023797865323792,0.44568
MK-2206,0.9,SN-38,0.00143,VCAP,0.4813040541037852,0.9642427803611981,0.46602
MK-2206,0.9,SN-38,0.005,VCAP,0.4813040541037852,0.8402796536301954,0.35258
MK-2206,4.0,SN-38,0.000115,VCAP,0.29308065699387875,1.048320385250478,0.23135
MK-2206,4.0,SN-38,0.0004,VCAP,0.29308065699387875,1.023797865323792,0.18573
MK-2206,4.0,SN-38,0.00143,VCAP,0.29308065699387875,0.9642427803611981,0.14871
MK-2206,4.0,SN-38,0.005,VCAP,0.29308065699387875,0.8402796536301954,0.12005
MK-4541,0.045,5-FU,0.35,VCAP,0.9984005827261717,1.0269364100122451,0.95661
MK-4541,0.045,5-FU,1.08,VCAP,0.9984005827261717,1.0269364099546743,0.91401
MK-4541,0.045,5-FU,3.25,VCAP,0.9984005827261717,1.0269329040902342,0.81874
MK-4541,0.045,5-FU,10.0,VCAP,0.9984005827261717,0.8152405602247416,0.78099
MK-4541,0.2,5-FU,0.35,VCAP,0.9551263799292233,1.0269364100122451,0.87148
MK-4541,0.2,5-FU,1.08,VCAP,0.9551263799292233,1.0269364099546743,0.91458
MK-4541,0.2,5-FU,3.25,VCAP,0.9551263799292233,1.0269329040902342,0.86199
MK-4541,0.2,5-FU,10.0,VCAP,0.9551263799292233,0.8152405602247416,0.7251
MK-4541,0.9,5-FU,0.35,VCAP,0.9083466076707367,1.0269364100122451,0.80869
MK-4541,0.9,5-FU,1.08,VCAP,0.9083466076707367,1.0269364099546743,0.88037
MK-4541,0.9,5-FU,3.25,VCAP,0.9083466076707367,1.0269329040902342,0.82596
MK-4541,0.9,5-FU,10.0,VCAP,0.9083466076707367,0.8152405602247416,0.70008
MK-4541,4.0,5-FU,0.35,VCAP,0.859229302586774,1.0269364100122451,0.81423
MK-4541,4.0,5-FU,1.08,VCAP,0.859229302586774,1.0269364099546743,0.74403
MK-4541,4.0,5-FU,3.25,VCAP,0.859229302586774,1.0269329040902342,0.77749
MK-4541,4.0,5-FU,10.0,VCAP,0.859229302586774,0.8152405602247416,0.70603
MK-4541,0.045,BEZ-235,0.0045,VCAP,0.9984005827261717,1.0006076951653733,0.88392
MK-4541,0.045,BEZ-235,0.02,VCAP,0.9984005827261717,0.8579617423862014,0.76373
MK-4541,0.045,BEZ-235,0.09,VCAP,0.9984005827261717,0.6067537003830709,0.48804
MK-4541,0.045,BEZ-235,0.4,VCAP,0.9984005827261717,0.35093087844464427,0.30397
MK-4541,0.2,BEZ-235,0.0045,VCAP,0.9551263799292233,1.0006076951653733,0.82894
MK-4541,0.2,BEZ-235,0.02,VCAP,0.9551263799292233,0.8579617423862014,0.82589
MK-4541,0.2,BEZ-235,0.09,VCAP,0.9551263799292233,0.6067537003830709,0.46647
MK-4541,0.2,BEZ-235,0.4,VCAP,0.9551263799292233,0.35093087844464427,0.29404
MK-4541,0.9,BEZ-235,0.0045,VCAP,0.9083466076707367,1.0006076951653733,0.82156
MK-4541,0.9,BEZ-235,0.02,VCAP,0.9083466076707367,0.8579617423862014,0.7149
MK-4541,0.9,BEZ-235,0.09,VCAP,0.9083466076707367,0.6067537003830709,0.43447
MK-4541,0.9,BEZ-235,0.4,VCAP,0.9083466076707367,0.35093087844464427,0.2811
MK-4541,4.0,BEZ-235,0.0045,VCAP,0.859229302586774,1.0006076951653733,0.71333
MK-4541,4.0,BEZ-235,0.02,VCAP,0.859229302586774,0.8579617423862014,0.72428
MK-4541,4.0,BEZ-235,0.09,VCAP,0.859229302586774,0.6067537003830709,0.42408
MK-4541,4.0,BEZ-235,0.4,VCAP,0.859229302586774,0.35093087844464427,0.25776
MK-4541,0.045,L778123,0.325,VCAP,0.9984005827261717,0.9213127440732484,0.74113
MK-4541,0.045,L778123,0.8,VCAP,0.9984005827261717,0.802477543132194,0.67435
MK-4541,0.045,L778123,2.0,VCAP,0.9984005827261717,0.657216282614525,0.65773
MK-4541,0.045,L778123,5.0,VCAP,0.9984005827261717,0.570568034739248,0.54687
MK-4541,0.2,L778123,0.325,VCAP,0.9551263799292233,0.9213127440732484,0.72127
MK-4541,0.2,L778123,0.8,VCAP,0.9551263799292233,0.802477543132194,0.64608
MK-4541,0.2,L778123,2.0,VCAP,0.9551263799292233,0.657216282614525,0.6173
MK-4541,0.2,L778123,5.0,VCAP,0.9551263799292233,0.570568034739248,0.53778
MK-4541,0.9,L778123,0.325,VCAP,0.9083466076707367,0.9213127440732484,0.76753
MK-4541,0.9,L778123,0.8,VCAP,0.9083466076707367,0.802477543132194,0.71048
MK-4541,0.9,L778123,2.0,VCAP,0.9083466076707367,0.657216282614525,0.60994
MK-4541,0.9,L778123,5.0,VCAP,0.9083466076707367,0.570568034739248,0.47105
MK-4541,4.0,L778123,0.325,VCAP,0.859229302586774,0.9213127440732484,0.69649
MK-4541,4.0,L778123,0.8,VCAP,0.859229302586774,0.802477543132194,0.60948
MK-4541,4.0,L778123,2.0,VCAP,0.859229302586774,0.657216282614525,0.52473
MK-4541,4.0,L778123,5.0,VCAP,0.859229302586774,0.570568034739248,0.50518
MK-4541,0.045,AZD1775,0.0325,VCAP,0.9984005827261717,1.050095132673411,0.97571
MK-4541,0.045,AZD1775,0.08,VCAP,0.9984005827261717,1.0500304924309203,0.96036
MK-4541,0.045,AZD1775,0.2,VCAP,0.9984005827261717,0.6741343601698486,0.78224
MK-4541,0.045,AZD1775,0.5,VCAP,0.9984005827261717,0.08684999120518454,0.13739
MK-4541,0.2,AZD1775,0.0325,VCAP,0.9551263799292233,1.050095132673411,0.94886
MK-4541,0.2,AZD1775,0.08,VCAP,0.9551263799292233,1.0500304924309203,0.88534
MK-4541,0.2,AZD1775,0.2,VCAP,0.9551263799292233,0.6741343601698486,0.55103
MK-4541,0.2,AZD1775,0.5,VCAP,0.9551263799292233,0.08684999120518454,0.04144
MK-4541,0.9,AZD1775,0.0325,VCAP,0.9083466076707367,1.050095132673411,0.92518
MK-4541,0.9,AZD1775,0.08,VCAP,0.9083466076707367,1.0500304924309203,0.84206
MK-4541,0.9,AZD1775,0.2,VCAP,0.9083466076707367,0.6741343601698486,0.62056
MK-4541,0.9,AZD1775,0.5,VCAP,0.9083466076707367,0.08684999120518454,0.03703
MK-4541,4.0,AZD1775,0.0325,VCAP,0.859229302586774,1.050095132673411,0.91169
MK-4541,4.0,AZD1775,0.08,VCAP,0.859229302586774,1.0500304924309203,0.88915
MK-4541,4.0,AZD1775,0.2,VCAP,0.859229302586774,0.6741343601698486,0.71395
MK-4541,4.0,AZD1775,0.5,VCAP,0.859229302586774,0.08684999120518454,0.06386
MK-4541,0.045,MK-2206,0.045,VCAP,0.9984005827261717,0.852847860032542,0.86733
MK-4541,0.045,MK-2206,0.2,VCAP,0.9984005827261717,0.7107395064709109,0.59391
MK-4541,0.045,MK-2206,0.9,VCAP,0.9984005827261717,0.4813040541037852,0.39701
MK-4541,0.045,MK-2206,4.0,VCAP,0.9984005827261717,0.29308065699387875,0.21113
MK-4541,0.2,MK-2206,0.045,VCAP,0.9551263799292233,0.852847860032542,0.80019
MK-4541,0.2,MK-2206,0.2,VCAP,0.9551263799292233,0.7107395064709109,0.59139
MK-4541,0.2,MK-2206,0.9,VCAP,0.9551263799292233,0.4813040541037852,0.40357
MK-4541,0.2,MK-2206,4.0,VCAP,0.9551263799292233,0.29308065699387875,0.12602
MK-4541,0.9,MK-2206,0.045,VCAP,0.9083466076707367,0.852847860032542,0.68232
MK-4541,0.9,MK-2206,0.2,VCAP,0.9083466076707367,0.7107395064709109,0.55512
MK-4541,0.9,MK-2206,0.9,VCAP,0.9083466076707367,0.4813040541037852,0.3875
MK-4541,0.9,MK-2206,4.0,VCAP,0.9083466076707367,0.29308065699387875,0.14984
MK-4541,4.0,MK-2206,0.045,VCAP,0.859229302586774,0.852847860032542,0.64884
MK-4541,4.0,MK-2206,0.2,VCAP,0.859229302586774,0.7107395064709109,0.51831
MK-4541,4.0,MK-2206,0.9,VCAP,0.859229302586774,0.4813040541037852,0.31407
MK-4541,4.0,MK-2206,4.0,VCAP,0.859229302586774,0.29308065699387875,0.05118
MK-4541,0.045,MK-4827,0.223,VCAP,0.9984005827261717,1.030149737523004,0.80992
MK-4541,0.045,MK-4827,0.775,VCAP,0.9984005827261717,1.0279738707727177,0.88346
MK-4541,0.045,MK-4827,2.75,VCAP,0.9984005827261717,0.9893169712109909,0.72407
MK-4541,0.045,MK-4827,10.0,VCAP,0.9984005827261717,0.5698014284804944,0.33205
MK-4541,0.2,MK-4827,0.223,VCAP,0.9551263799292233,1.030149737523004,0.88955
MK-4541,0.2,MK-4827,0.775,VCAP,0.9551263799292233,1.0279738707727177,0.87397
MK-4541,0.2,MK-4827,2.75,VCAP,0.9551263799292233,0.9893169712109909,0.68694
MK-4541,0.2,MK-4827,10.0,VCAP,0.9551263799292233,0.5698014284804944,0.29057
MK-4541,0.9,MK-4827,0.223,VCAP,0.9083466076707367,1.030149737523004,0.75005
MK-4541,0.9,MK-4827,0.775,VCAP,0.9083466076707367,1.0279738707727177,0.82299
MK-4541,0.9,MK-4827,2.75,VCAP,0.9083466076707367,0.9893169712109909,0.70558
MK-4541,0.9,MK-4827,10.0,VCAP,0.9083466076707367,0.5698014284804944,0.3544
MK-4541,4.0,MK-4827,0.223,VCAP,0.859229302586774,1.030149737523004,0.71353
MK-4541,4.0,MK-4827,0.775,VCAP,0.859229302586774,1.0279738707727177,0.75038
MK-4541,4.0,MK-4827,2.75,VCAP,0.859229302586774,0.9893169712109909,0.66812
MK-4541,4.0,MK-4827,10.0,VCAP,0.859229302586774,0.5698014284804944,0.38833
MK-4541,0.045,MK-5108,0.075,VCAP,0.9984005827261717,1.0070272657617674,0.98215
MK-4541,0.045,MK-5108,0.225,VCAP,0.9984005827261717,0.9884470788543746,0.92428
MK-4541,0.045,MK-5108,0.675,VCAP,0.9984005827261717,0.8440779939466989,0.81081
MK-4541,0.045,MK-5108,2.0,VCAP,0.9984005827261717,0.3644210991571629,0.35726
MK-4541,0.2,MK-5108,0.075,VCAP,0.9551263799292233,1.0070272657617674,0.99741
MK-4541,0.2,MK-5108,0.225,VCAP,0.9551263799292233,0.9884470788543746,0.96563
MK-4541,0.2,MK-5108,0.675,VCAP,0.9551263799292233,0.8440779939466989,0.79287
MK-4541,0.2,MK-5108,2.0,VCAP,0.9551263799292233,0.3644210991571629,0.26872
MK-4541,0.9,MK-5108,0.075,VCAP,0.9083466076707367,1.0070272657617674,0.94642
MK-4541,0.9,MK-5108,0.225,VCAP,0.9083466076707367,0.9884470788543746,0.9216
MK-4541,0.9,MK-5108,0.675,VCAP,0.9083466076707367,0.8440779939466989,0.78909
MK-4541,0.9,MK-5108,2.0,VCAP,0.9083466076707367,0.3644210991571629,0.32729
MK-4541,4.0,MK-5108,0.075,VCAP,0.859229302586774,1.0070272657617674,0.93428
MK-4541,4.0,MK-5108,0.225,VCAP,0.859229302586774,0.9884470788543746,0.82197
MK-4541,4.0,MK-5108,0.675,VCAP,0.859229302586774,0.8440779939466989,0.7147
MK-4541,4.0,MK-5108,2.0,VCAP,0.859229302586774,0.3644210991571629,0.24125
MK-4541,0.045,MK-8669,0.00011,VCAP,0.9984005827261717,1.0414427917513576,1.05503
MK-4541,0.045,MK-8669,0.0005,VCAP,0.9984005827261717,1.0414421283896993,0.9857
MK-4541,0.045,MK-8669,0.00223,VCAP,0.9984005827261717,0.8530021636905445,0.84373
MK-4541,0.045,MK-8669,0.01,VCAP,0.9984005827261717,0.8309824009663821,0.85195
MK-4541,0.2,MK-8669,0.00011,VCAP,0.9551263799292233,1.0414427917513576,1.02861
MK-4541,0.2,MK-8669,0.0005,VCAP,0.9551263799292233,1.0414421283896993,0.99877
MK-4541,0.2,MK-8669,0.00223,VCAP,0.9551263799292233,0.8530021636905445,0.92232
MK-4541,0.2,MK-8669,0.01,VCAP,0.9551263799292233,0.8309824009663821,0.74427
MK-4541,0.9,MK-8669,0.00011,VCAP,0.9083466076707367,1.0414427917513576,1.04934
MK-4541,0.9,MK-8669,0.0005,VCAP,0.9083466076707367,1.0414421283896993,0.98322
MK-4541,0.9,MK-8669,0.00223,VCAP,0.9083466076707367,0.8530021636905445,0.89811
MK-4541,0.9,MK-8669,0.01,VCAP,0.9083466076707367,0.8309824009663821,0.76975
MK-4541,4.0,MK-8669,0.00011,VCAP,0.859229302586774,1.0414427917513576,0.95993
MK-4541,4.0,MK-8669,0.0005,VCAP,0.859229302586774,1.0414421283896993,0.91889
MK-4541,4.0,MK-8669,0.00223,VCAP,0.859229302586774,0.8530021636905445,0.77655
MK-4541,4.0,MK-8669,0.01,VCAP,0.859229302586774,0.8309824009663821,0.75014
MK-4541,0.045,MRK-003,0.35,VCAP,0.9984005827261717,1.051043780604543,0.97287
MK-4541,0.045,MRK-003,1.08,VCAP,0.9984005827261717,0.9826724671234254,0.93474
MK-4541,0.045,MRK-003,3.25,VCAP,0.9984005827261717,0.8813182512202461,0.83432
MK-4541,0.045,MRK-003,10.0,VCAP,0.9984005827261717,0.7403855072034361,0.59702
MK-4541,0.2,MRK-003,0.35,VCAP,0.9551263799292233,1.051043780604543,0.96826
MK-4541,0.2,MRK-003,1.08,VCAP,0.9551263799292233,0.9826724671234254,0.91608
MK-4541,0.2,MRK-003,3.25,VCAP,0.9551263799292233,0.8813182512202461,0.80765
MK-4541,0.2,MRK-003,10.0,VCAP,0.9551263799292233,0.7403855072034361,0.62537
MK-4541,0.9,MRK-003,0.35,VCAP,0.9083466076707367,1.051043780604543,0.97869
MK-4541,0.9,MRK-003,1.08,VCAP,0.9083466076707367,0.9826724671234254,0.96953
MK-4541,0.9,MRK-003,3.25,VCAP,0.9083466076707367,0.8813182512202461,0.80945
MK-4541,0.9,MRK-003,10.0,VCAP,0.9083466076707367,0.7403855072034361,0.69027
MK-4541,4.0,MRK-003,0.35,VCAP,0.859229302586774,1.051043780604543,0.77467
MK-4541,4.0,MRK-003,1.08,VCAP,0.859229302586774,0.9826724671234254,0.74037
MK-4541,4.0,MRK-003,3.25,VCAP,0.859229302586774,0.8813182512202461,0.73976
MK-4541,4.0,MRK-003,10.0,VCAP,0.859229302586774,0.7403855072034361,0.57167
MK-4541,0.045,MK-8776,0.0925,VCAP,0.9984005827261717,1.0114119318409553,0.84941
MK-4541,0.045,MK-8776,0.325,VCAP,0.9984005827261717,0.9098595587723469,0.75804
MK-4541,0.045,MK-8776,1.15,VCAP,0.9984005827261717,0.7583411946894631,0.59435
MK-4541,0.045,MK-8776,4.0,VCAP,0.9984005827261717,0.6356403037298806,0.58892
MK-4541,0.2,MK-8776,0.0925,VCAP,0.9551263799292233,1.0114119318409553,0.90319
MK-4541,0.2,MK-8776,0.325,VCAP,0.9551263799292233,0.9098595587723469,0.77959
MK-4541,0.2,MK-8776,1.15,VCAP,0.9551263799292233,0.7583411946894631,0.61967
MK-4541,0.2,MK-8776,4.0,VCAP,0.9551263799292233,0.6356403037298806,0.58138
MK-4541,0.9,MK-8776,0.0925,VCAP,0.9083466076707367,1.0114119318409553,0.80635
MK-4541,0.9,MK-8776,0.325,VCAP,0.9083466076707367,0.9098595587723469,0.77497
MK-4541,0.9,MK-8776,1.15,VCAP,0.9083466076707367,0.7583411946894631,0.59733
MK-4541,0.9,MK-8776,4.0,VCAP,0.9083466076707367,0.6356403037298806,0.57703
MK-4541,4.0,MK-8776,0.0925,VCAP,0.859229302586774,1.0114119318409553,0.692
MK-4541,4.0,MK-8776,0.325,VCAP,0.859229302586774,0.9098595587723469,0.68464
MK-4541,4.0,MK-8776,1.15,VCAP,0.859229302586774,0.7583411946894631,0.49747
MK-4541,4.0,MK-8776,4.0,VCAP,0.859229302586774,0.6356403037298806,0.50572
MK-4541,0.045,SN-38,0.000115,VCAP,0.9984005827261717,1.048320385250478,0.94524
MK-4541,0.045,SN-38,0.0004,VCAP,0.9984005827261717,1.023797865323792,0.95772
MK-4541,0.045,SN-38,0.00143,VCAP,0.9984005827261717,0.9642427803611981,0.91723
MK-4541,0.045,SN-38,0.005,VCAP,0.9984005827261717,0.8402796536301954,0.78673
MK-4541,0.2,SN-38,0.000115,VCAP,0.9551263799292233,1.048320385250478,0.92579
MK-4541,0.2,SN-38,0.0004,VCAP,0.9551263799292233,1.023797865323792,0.86529
MK-4541,0.2,SN-38,0.00143,VCAP,0.9551263799292233,0.9642427803611981,0.80642
MK-4541,0.2,SN-38,0.005,VCAP,0.9551263799292233,0.8402796536301954,0.68824
MK-4541,0.9,SN-38,0.000115,VCAP,0.9083466076707367,1.048320385250478,0.85638
MK-4541,0.9,SN-38,0.0004,VCAP,0.9083466076707367,1.023797865323792,0.78022
MK-4541,0.9,SN-38,0.00143,VCAP,0.9083466076707367,0.9642427803611981,0.83968
MK-4541,0.9,SN-38,0.005,VCAP,0.9083466076707367,0.8402796536301954,0.68035
MK-4541,4.0,SN-38,0.000115,VCAP,0.859229302586774,1.048320385250478,0.77503
MK-4541,4.0,SN-38,0.0004,VCAP,0.859229302586774,1.023797865323792,0.73967
MK-4541,4.0,SN-38,0.00143,VCAP,0.859229302586774,0.9642427803611981,0.65423
MK-4541,4.0,SN-38,0.005,VCAP,0.859229302586774,0.8402796536301954,0.55415
MK-4827,0.223,BEZ-235,0.0045,VCAP,1.030149737523004,1.0006076951653733,0.92325
MK-4827,0.223,BEZ-235,0.02,VCAP,1.030149737523004,0.8579617423862014,0.87077
MK-4827,0.223,BEZ-235,0.09,VCAP,1.030149737523004,0.6067537003830709,0.47625
MK-4827,0.223,BEZ-235,0.4,VCAP,1.030149737523004,0.35093087844464427,0.31199
MK-4827,0.775,BEZ-235,0.0045,VCAP,1.0279738707727177,1.0006076951653733,1.21662
MK-4827,0.775,BEZ-235,0.02,VCAP,1.0279738707727177,0.8579617423862014,0.72812
MK-4827,0.775,BEZ-235,0.09,VCAP,1.0279738707727177,0.6067537003830709,0.469
MK-4827,0.775,BEZ-235,0.4,VCAP,1.0279738707727177,0.35093087844464427,0.29481
MK-4827,2.75,BEZ-235,0.0045,VCAP,0.9893169712109909,1.0006076951653733,0.79583
MK-4827,2.75,BEZ-235,0.02,VCAP,0.9893169712109909,0.8579617423862014,0.69358
MK-4827,2.75,BEZ-235,0.09,VCAP,0.9893169712109909,0.6067537003830709,0.4295
MK-4827,2.75,BEZ-235,0.4,VCAP,0.9893169712109909,0.35093087844464427,0.30122
MK-4827,10.0,BEZ-235,0.0045,VCAP,0.5698014284804944,1.0006076951653733,0.43101
MK-4827,10.0,BEZ-235,0.02,VCAP,0.5698014284804944,0.8579617423862014,0.48853
MK-4827,10.0,BEZ-235,0.09,VCAP,0.5698014284804944,0.6067537003830709,0.39819
MK-4827,10.0,BEZ-235,0.4,VCAP,0.5698014284804944,0.35093087844464427,0.30685
MK-4827,0.223,MK-2206,0.045,VCAP,1.030149737523004,0.852847860032542,0.86748
MK-4827,0.223,MK-2206,0.2,VCAP,1.030149737523004,0.7107395064709109,0.6551
MK-4827,0.223,MK-2206,0.9,VCAP,1.030149737523004,0.4813040541037852,0.45308
MK-4827,0.223,MK-2206,4.0,VCAP,1.030149737523004,0.29308065699387875,0.2505
MK-4827,0.775,MK-2206,0.045,VCAP,1.0279738707727177,0.852847860032542,0.78459
MK-4827,0.775,MK-2206,0.2,VCAP,1.0279738707727177,0.7107395064709109,0.68575
MK-4827,0.775,MK-2206,0.9,VCAP,1.0279738707727177,0.4813040541037852,0.41257
MK-4827,0.775,MK-2206,4.0,VCAP,1.0279738707727177,0.29308065699387875,0.21977
MK-4827,2.75,MK-2206,0.045,VCAP,0.9893169712109909,0.852847860032542,0.77965
MK-4827,2.75,MK-2206,0.2,VCAP,0.9893169712109909,0.7107395064709109,0.53171
MK-4827,2.75,MK-2206,0.9,VCAP,0.9893169712109909,0.4813040541037852,0.39545
MK-4827,2.75,MK-2206,4.0,VCAP,0.9893169712109909,0.29308065699387875,0.23327
MK-4827,10.0,MK-2206,0.045,VCAP,0.5698014284804944,0.852847860032542,0.43177
MK-4827,10.0,MK-2206,0.2,VCAP,0.5698014284804944,0.7107395064709109,0.32289
MK-4827,10.0,MK-2206,0.9,VCAP,0.5698014284804944,0.4813040541037852,0.24457
MK-4827,10.0,MK-2206,4.0,VCAP,0.5698014284804944,0.29308065699387875,0.13349
MK-4827,0.223,MK-8669,0.00011,VCAP,1.030149737523004,1.0414427917513576,0.96421
MK-4827,0.223,MK-8669,0.0005,VCAP,1.030149737523004,1.0414421283896993,0.93179
MK-4827,0.223,MK-8669,0.00223,VCAP,1.030149737523004,0.8530021636905445,0.82771
MK-4827,0.223,MK-8669,0.01,VCAP,1.030149737523004,0.8309824009663821,0.67096
MK-4827,0.775,MK-8669,0.00011,VCAP,1.0279738707727177,1.0414427917513576,0.92839
MK-4827,0.775,MK-8669,0.0005,VCAP,1.0279738707727177,1.0414421283896993,0.95227
MK-4827,0.775,MK-8669,0.00223,VCAP,1.0279738707727177,0.8530021636905445,0.74458
MK-4827,0.775,MK-8669,0.01,VCAP,1.0279738707727177,0.8309824009663821,0.72205
MK-4827,2.75,MK-8669,0.00011,VCAP,0.9893169712109909,1.0414427917513576,0.8221
MK-4827,2.75,MK-8669,0.0005,VCAP,0.9893169712109909,1.0414421283896993,0.80891
MK-4827,2.75,MK-8669,0.00223,VCAP,0.9893169712109909,0.8530021636905445,0.72644
MK-4827,2.75,MK-8669,0.01,VCAP,0.9893169712109909,0.8309824009663821,0.77424
